task,uids,word1,word2
AP,moisten/used_by_children,moisten,children
AP,moisten/used_for_holding_things,moisten,holding
AP,moisten/used_for_killing,moisten,killing
AP,moisten/used_for_music,moisten,music
AP,moisten/used_for_transportation,moisten,transportation
AP,moisten/worn_for_warmth,moisten,warmth
AP,moisten/worn_on_feet,moisten,feet
AP,moisten/hot,moisten,hot
AP,moisten/light_weight,moisten,light
AP,moisten/squishy,moisten,squishy
AP,moisten/unhealthy,moisten,unhealthy
AP,moisten/wet,moisten,wet
AP,moisten/words_on_it,moisten,words
AP,moisten/man_made,moisten,man-made
AP,moisten/fragile,moisten,fragile
AP,open/a_tool,open,tool
AP,open/a_toy,open,toy
AP,open/an_animal,open,animal
AP,open/flies,open,fly
AP,open/swims,open,swim
AP,open/pairs,open,pairs
AP,open/eaten_in_summer,open,summer
AP,open/found_on_walls,open,walls
AP,open/has_peel,open,peel
AP,open/has_shelves,open,shelves
AP,open/produces_noise,open,sound
AP,open/cold,open,cold
AP,open/dangerous,open,dangerous
AP,open/decorative,open,decorative
AP,open/edible,open,edible
AP,open/electrical,open,electricity
AP,open/expensive,open,expensive
AP,open/fast,open,fast
AP,open/fun,open,fun
AP,open/hand_held,open,hand-held
AP,open/hard,open,hard
AP,open/heavy,open,heavy
AP,open/large,open,big
AP,open/loud,open,loud
AP,open/sharp,open,sharp
AP,open/shiny,open,shiny
AP,open/slimy,open,slimy
AP,open/smelly,open,smelly
AP,open/smooth,open,smooth
AP,open/tall,open,tall
AP,open/lives_in_water,open,water
AP,open/requires_gasoline,open,gasoline
AP,open/used_for_eating,open,eating
AP,open/used_for_cooking,open,cooking
AP,open/used_for_cleaning,open,cleaning
AP,open/used_by_children,open,children
AP,open/used_for_holding_things,open,holding
AP,open/used_for_killing,open,killing
AP,open/used_for_music,open,music
AP,open/used_for_transportation,open,transportation
AP,open/worn_for_warmth,open,warmth
AP,open/worn_on_feet,open,feet
AP,open/hot,open,hot
AP,open/light_weight,open,light
AP,open/squishy,open,squishy
AP,open/unhealthy,open,unhealthy
AP,open/wet,open,wet
AP,open/words_on_it,open,words
AP,open/man_made,open,man-made
AP,open/fragile,open,fragile
AP,parachute/a_tool,parachute,tool
AP,parachute/a_toy,parachute,toy
AP,parachute/an_animal,parachute,animal
AP,parachute/flies,parachute,fly
AP,parachute/swims,parachute,swim
AP,parachute/pairs,parachute,pairs
AP,parachute/eaten_in_summer,parachute,summer
AP,parachute/found_on_walls,parachute,walls
AP,parachute/has_peel,parachute,peel
AP,parachute/has_shelves,parachute,shelves
AP,parachute/produces_noise,parachute,sound
AP,parachute/cold,parachute,cold
AP,parachute/dangerous,parachute,dangerous
AP,parachute/decorative,parachute,decorative
AP,parachute/edible,parachute,edible
AP,parachute/electrical,parachute,electricity
AP,parachute/expensive,parachute,expensive
AP,parachute/fast,parachute,fast
AP,parachute/fun,parachute,fun
AP,parachute/hand_held,parachute,hand-held
AP,parachute/hard,parachute,hard
AP,parachute/heavy,parachute,heavy
AP,parachute/large,parachute,big
AP,parachute/loud,parachute,loud
AP,parachute/sharp,parachute,sharp
AP,parachute/shiny,parachute,shiny
AP,parachute/slimy,parachute,slimy
AP,parachute/smelly,parachute,smelly
AP,parachute/smooth,parachute,smooth
AP,parachute/tall,parachute,tall
AP,parachute/lives_in_water,parachute,water
AP,parachute/requires_gasoline,parachute,gasoline
AP,parachute/used_for_eating,parachute,eating
AP,parachute/used_for_cooking,parachute,cooking
AP,parachute/used_for_cleaning,parachute,cleaning
AP,parachute/used_by_children,parachute,children
AP,parachute/used_for_holding_things,parachute,holding
AP,parachute/used_for_killing,parachute,killing
AP,parachute/used_for_music,parachute,music
AP,parachute/used_for_transportation,parachute,transportation
AP,parachute/worn_for_warmth,parachute,warmth
AP,parachute/worn_on_feet,parachute,feet
AP,parachute/hot,parachute,hot
AP,parachute/light_weight,parachute,light
AP,parachute/squishy,parachute,squishy
AP,parachute/unhealthy,parachute,unhealthy
AP,parachute/wet,parachute,wet
AP,parachute/words_on_it,parachute,words
AP,parachute/man_made,parachute,man-made
AP,parachute/fragile,parachute,fragile
AP,plow/a_tool,plow,tool
AP,plow/a_toy,plow,toy
AP,plow/an_animal,plow,animal
AP,plow/flies,plow,fly
AP,plow/swims,plow,swim
AP,plow/pairs,plow,pairs
AP,plow/eaten_in_summer,plow,summer
AP,plow/found_on_walls,plow,walls
AP,plow/has_peel,plow,peel
AP,plow/has_shelves,plow,shelves
AP,plow/produces_noise,plow,sound
AP,plow/cold,plow,cold
AP,plow/dangerous,plow,dangerous
AP,plow/decorative,plow,decorative
AP,plow/edible,plow,edible
AP,plow/electrical,plow,electricity
AP,plow/expensive,plow,expensive
AP,plow/fast,plow,fast
AP,plow/fun,plow,fun
AP,plow/hand_held,plow,hand-held
AP,plow/hard,plow,hard
AP,plow/heavy,plow,heavy
AP,plow/large,plow,big
AP,plow/loud,plow,loud
AP,plow/sharp,plow,sharp
AP,plow/shiny,plow,shiny
AP,plow/slimy,plow,slimy
AP,plow/smelly,plow,smelly
AP,plow/smooth,plow,smooth
AP,plow/tall,plow,tall
AP,plow/lives_in_water,plow,water
AP,plow/requires_gasoline,plow,gasoline
AP,plow/used_for_eating,plow,eating
AP,plow/used_for_cooking,plow,cooking
AP,plow/used_for_cleaning,plow,cleaning
AP,plow/used_by_children,plow,children
AP,plow/used_for_holding_things,plow,holding
AP,plow/used_for_killing,plow,killing
AP,plow/used_for_music,plow,music
AP,plow/used_for_transportation,plow,transportation
AP,plow/worn_for_warmth,plow,warmth
AP,plow/worn_on_feet,plow,feet
AP,plow/hot,plow,hot
AP,plow/light_weight,plow,light
AP,plow/squishy,plow,squishy
AP,plow/unhealthy,plow,unhealthy
AP,plow/wet,plow,wet
AP,plow/words_on_it,plow,words
AP,plow/man_made,plow,man-made
AP,plow/fragile,plow,fragile
AP,pounce/a_tool,pounce,tool
AP,pounce/a_toy,pounce,toy
AP,pounce/an_animal,pounce,animal
AP,pounce/flies,pounce,fly
AP,pounce/swims,pounce,swim
AP,pounce/pairs,pounce,pairs
AP,pounce/eaten_in_summer,pounce,summer
AP,pounce/found_on_walls,pounce,walls
AP,pounce/has_peel,pounce,peel
AP,pounce/has_shelves,pounce,shelves
AP,pounce/produces_noise,pounce,sound
AP,pounce/cold,pounce,cold
AP,pounce/dangerous,pounce,dangerous
AP,pounce/decorative,pounce,decorative
AP,pounce/edible,pounce,edible
AP,pounce/electrical,pounce,electricity
AP,pounce/expensive,pounce,expensive
AP,pounce/fast,pounce,fast
AP,pounce/fun,pounce,fun
AP,pounce/hand_held,pounce,hand-held
AP,pounce/hard,pounce,hard
AP,pounce/heavy,pounce,heavy
AP,pounce/large,pounce,big
AP,pounce/loud,pounce,loud
AP,pounce/sharp,pounce,sharp
AP,pounce/shiny,pounce,shiny
AP,pounce/slimy,pounce,slimy
AP,pounce/smelly,pounce,smelly
AP,pounce/smooth,pounce,smooth
AP,pounce/tall,pounce,tall
AP,pounce/lives_in_water,pounce,water
AP,pounce/requires_gasoline,pounce,gasoline
AP,pounce/used_for_eating,pounce,eating
AP,pounce/used_for_cooking,pounce,cooking
AP,pounce/used_for_cleaning,pounce,cleaning
AP,pounce/used_by_children,pounce,children
AP,pounce/used_for_holding_things,pounce,holding
AP,pounce/used_for_killing,pounce,killing
AP,pounce/used_for_music,pounce,music
AP,pounce/used_for_transportation,pounce,transportation
AP,pounce/worn_for_warmth,pounce,warmth
AP,pounce/worn_on_feet,pounce,feet
AP,pounce/hot,pounce,hot
AP,pounce/light_weight,pounce,light
AP,pounce/squishy,pounce,squishy
AP,pounce/unhealthy,pounce,unhealthy
AP,pounce/wet,pounce,wet
AP,pounce/words_on_it,pounce,words
AP,pounce/man_made,pounce,man-made
AP,pounce/fragile,pounce,fragile
AP,shush/a_tool,shush,tool
AP,shush/a_toy,shush,toy
AP,shush/an_animal,shush,animal
AP,shush/flies,shush,fly
AP,shush/swims,shush,swim
AP,shush/pairs,shush,pairs
AP,shush/eaten_in_summer,shush,summer
AP,shush/found_on_walls,shush,walls
AP,shush/has_peel,shush,peel
AP,shush/has_shelves,shush,shelves
AP,shush/produces_noise,shush,sound
AP,shush/cold,shush,cold
AP,shush/dangerous,shush,dangerous
AP,shush/decorative,shush,decorative
AP,shush/edible,shush,edible
AP,shush/electrical,shush,electricity
AP,shush/expensive,shush,expensive
AP,shush/fast,shush,fast
AP,shush/fun,shush,fun
AP,shush/hand_held,shush,hand-held
AP,shush/hard,shush,hard
AP,shush/heavy,shush,heavy
AP,shush/large,shush,big
AP,shush/loud,shush,loud
AP,shush/sharp,shush,sharp
AP,shush/shiny,shush,shiny
AP,shush/slimy,shush,slimy
AP,shush/smelly,shush,smelly
AP,shush/smooth,shush,smooth
AP,shush/tall,shush,tall
AP,shush/lives_in_water,shush,water
AP,shush/requires_gasoline,shush,gasoline
AP,shush/used_for_eating,shush,eating
AP,shush/used_for_cooking,shush,cooking
AP,shush/used_for_cleaning,shush,cleaning
AP,shush/used_by_children,shush,children
AP,shush/used_for_holding_things,shush,holding
AP,shush/used_for_killing,shush,killing
AP,shush/used_for_music,shush,music
AP,shush/used_for_transportation,shush,transportation
AP,shush/worn_for_warmth,shush,warmth
AP,shush/worn_on_feet,shush,feet
AP,shush/hot,shush,hot
AP,shush/light_weight,shush,light
AP,shush/squishy,shush,squishy
AP,shush/unhealthy,shush,unhealthy
AP,shush/wet,shush,wet
AP,shush/words_on_it,shush,words
AP,shush/man_made,shush,man-made
AP,shush/fragile,shush,fragile
AP,wave/a_tool,wave,tool
AP,wave/a_toy,wave,toy
AP,wave/an_animal,wave,animal
AP,wave/flies,wave,fly
AP,wave/swims,wave,swim
AP,wave/pairs,wave,pairs
AP,wave/eaten_in_summer,wave,summer
AP,wave/found_on_walls,wave,walls
AP,wave/has_peel,wave,peel
AP,wave/has_shelves,wave,shelves
AP,wave/produces_noise,wave,sound
AP,wave/cold,wave,cold
AP,wave/dangerous,wave,dangerous
AP,wave/decorative,wave,decorative
AP,wave/edible,wave,edible
AP,wave/electrical,wave,electricity
AP,wave/expensive,wave,expensive
AP,wave/fast,wave,fast
AP,wave/fun,wave,fun
AP,wave/hand_held,wave,hand-held
AP,wave/hard,wave,hard
AP,wave/heavy,wave,heavy
AP,wave/large,wave,big
AP,wave/loud,wave,loud
AP,wave/sharp,wave,sharp
AP,wave/shiny,wave,shiny
AP,wave/slimy,wave,slimy
AP,wave/smelly,wave,smelly
AP,wave/smooth,wave,smooth
AP,wave/tall,wave,tall
AP,wave/lives_in_water,wave,water
AP,wave/requires_gasoline,wave,gasoline
AP,wave/used_for_eating,wave,eating
AP,wave/used_for_cooking,wave,cooking
AP,wave/used_for_cleaning,wave,cleaning
AP,wave/used_by_children,wave,children
AP,wave/used_for_holding_things,wave,holding
AP,wave/used_for_killing,wave,killing
AP,wave/used_for_music,wave,music
AP,wave/used_for_transportation,wave,transportation
AP,wave/worn_for_warmth,wave,warmth
AP,wave/worn_on_feet,wave,feet
AP,wave/hot,wave,hot
AP,wave/light_weight,wave,light
AP,wave/squishy,wave,squishy
AP,wave/unhealthy,wave,unhealthy
AP,wave/wet,wave,wet
AP,wave/words_on_it,wave,words
AP,wave/man_made,wave,man-made
AP,wave/fragile,wave,fragile
AP,weigh/a_tool,weigh,tool
AP,weigh/a_toy,weigh,toy
AP,weigh/an_animal,weigh,animal
AP,weigh/flies,weigh,fly
AP,weigh/swims,weigh,swim
AP,weigh/pairs,weigh,pairs
AP,weigh/eaten_in_summer,weigh,summer
AP,weigh/found_on_walls,weigh,walls
AP,weigh/has_peel,weigh,peel
AP,weigh/has_shelves,weigh,shelves
AP,weigh/produces_noise,weigh,sound
AP,weigh/cold,weigh,cold
AP,weigh/dangerous,weigh,dangerous
AP,weigh/decorative,weigh,decorative
AP,weigh/edible,weigh,edible
AP,weigh/electrical,weigh,electricity
AP,weigh/expensive,weigh,expensive
AP,weigh/fast,weigh,fast
AP,weigh/fun,weigh,fun
AP,weigh/hand_held,weigh,hand-held
AP,weigh/hard,weigh,hard
AP,weigh/heavy,weigh,heavy
AP,weigh/large,weigh,big
AP,weigh/loud,weigh,loud
AP,weigh/sharp,weigh,sharp
AP,weigh/shiny,weigh,shiny
AP,weigh/slimy,weigh,slimy
AP,weigh/smelly,weigh,smelly
AP,weigh/smooth,weigh,smooth
AP,weigh/tall,weigh,tall
AP,weigh/lives_in_water,weigh,water
AP,weigh/requires_gasoline,weigh,gasoline
AP,weigh/used_for_eating,weigh,eating
AP,weigh/used_for_cooking,weigh,cooking
AP,weigh/used_for_cleaning,weigh,cleaning
AP,weigh/used_by_children,weigh,children
AP,weigh/used_for_holding_things,weigh,holding
AP,weigh/used_for_killing,weigh,killing
AP,weigh/used_for_music,weigh,music
AP,weigh/used_for_transportation,weigh,transportation
AP,weigh/worn_for_warmth,weigh,warmth
AP,weigh/worn_on_feet,weigh,feet
AP,weigh/hot,weigh,hot
AP,weigh/light_weight,weigh,light
AP,weigh/squishy,weigh,squishy
AP,weigh/unhealthy,weigh,unhealthy
AP,weigh/wet,weigh,wet
AP,weigh/words_on_it,weigh,words
AP,weigh/man_made,weigh,man-made
AP,weigh/fragile,weigh,fragile
AP,weld/a_tool,weld,tool
AP,weld/a_toy,weld,toy
AP,weld/an_animal,weld,animal
AP,weld/flies,weld,fly
AP,weld/swims,weld,swim
AP,weld/pairs,weld,pairs
AP,weld/eaten_in_summer,weld,summer
AP,weld/found_on_walls,weld,walls
AP,weld/has_peel,weld,peel
AP,weld/has_shelves,weld,shelves
AP,weld/produces_noise,weld,sound
AP,weld/cold,weld,cold
AP,weld/dangerous,weld,dangerous
AP,weld/decorative,weld,decorative
AP,weld/edible,weld,edible
AP,weld/electrical,weld,electricity
AP,weld/expensive,weld,expensive
AP,weld/fast,weld,fast
AP,weld/fun,weld,fun
AP,weld/hand_held,weld,hand-held
AP,weld/hard,weld,hard
AP,weld/heavy,weld,heavy
AP,weld/large,weld,big
AP,weld/loud,weld,loud
AP,weld/sharp,weld,sharp
AP,weld/shiny,weld,shiny
AP,weld/slimy,weld,slimy
AP,weld/smelly,weld,smelly
AP,weld/smooth,weld,smooth
AP,weld/tall,weld,tall
AP,weld/lives_in_water,weld,water
AP,weld/requires_gasoline,weld,gasoline
AP,weld/used_for_eating,weld,eating
AP,weld/used_for_cooking,weld,cooking
AP,weld/used_for_cleaning,weld,cleaning
AP,weld/used_by_children,weld,children
AP,weld/used_for_holding_things,weld,holding
AP,weld/used_for_killing,weld,killing
AP,weld/used_for_music,weld,music
AP,weld/used_for_transportation,weld,transportation
AP,weld/worn_for_warmth,weld,warmth
AP,weld/worn_on_feet,weld,feet
AP,weld/hot,weld,hot
AP,weld/light_weight,weld,light
AP,weld/squishy,weld,squishy
AP,weld/unhealthy,weld,unhealthy
AP,weld/wet,weld,wet
AP,weld/words_on_it,weld,words
AP,weld/man_made,weld,man-made
AP,weld/fragile,weld,fragile
AP,cry/a_tool,cry,tool
AP,cry/a_toy,cry,toy
AP,cry/an_animal,cry,animal
AP,cry/flies,cry,fly
AP,cry/swims,cry,swim
AP,cry/pairs,cry,pairs
AP,cry/eaten_in_summer,cry,summer
AP,cry/found_on_walls,cry,walls
AP,cry/has_peel,cry,peel
AP,cry/has_shelves,cry,shelves
AP,cry/produces_noise,cry,sound
AP,cry/cold,cry,cold
AP,cry/dangerous,cry,dangerous
AP,cry/decorative,cry,decorative
AP,cry/edible,cry,edible
AP,cry/electrical,cry,electricity
AP,cry/expensive,cry,expensive
AP,cry/fast,cry,fast
AP,cry/fun,cry,fun
AP,cry/hand_held,cry,hand-held
AP,cry/hard,cry,hard
AP,cry/heavy,cry,heavy
AP,cry/large,cry,big
AP,cry/loud,cry,loud
AP,cry/sharp,cry,sharp
AP,cry/shiny,cry,shiny
AP,cry/slimy,cry,slimy
AP,cry/smelly,cry,smelly
AP,cry/smooth,cry,smooth
AP,cry/tall,cry,tall
AP,cry/lives_in_water,cry,water
AP,cry/requires_gasoline,cry,gasoline
AP,cry/used_for_eating,cry,eating
AP,cry/used_for_cooking,cry,cooking
AP,cry/used_for_cleaning,cry,cleaning
AP,cry/used_by_children,cry,children
AP,cry/used_for_holding_things,cry,holding
AP,cry/used_for_killing,cry,killing
AP,cry/used_for_music,cry,music
AP,cry/used_for_transportation,cry,transportation
AP,cry/worn_for_warmth,cry,warmth
AP,cry/worn_on_feet,cry,feet
AP,cry/hot,cry,hot
AP,cry/light_weight,cry,light
AP,cry/squishy,cry,squishy
AP,cry/unhealthy,cry,unhealthy
AP,cry/wet,cry,wet
AP,cry/words_on_it,cry,words
AP,cry/man_made,cry,man-made
AP,cry/fragile,cry,fragile
AP,haul/a_tool,haul,tool
AP,haul/a_toy,haul,toy
AP,haul/an_animal,haul,animal
AP,haul/flies,haul,fly
AP,haul/swims,haul,swim
AP,haul/pairs,haul,pairs
AP,haul/eaten_in_summer,haul,summer
AP,haul/found_on_walls,haul,walls
AP,haul/has_peel,haul,peel
AP,haul/has_shelves,haul,shelves
AP,haul/produces_noise,haul,sound
AP,haul/cold,haul,cold
AP,haul/dangerous,haul,dangerous
AP,haul/decorative,haul,decorative
AP,haul/edible,haul,edible
AP,haul/electrical,haul,electricity
AP,haul/expensive,haul,expensive
AP,haul/fast,haul,fast
AP,haul/fun,haul,fun
AP,haul/hand_held,haul,hand-held
AP,haul/hard,haul,hard
AP,haul/heavy,haul,heavy
AP,haul/large,haul,big
AP,haul/loud,haul,loud
AP,haul/sharp,haul,sharp
AP,haul/shiny,haul,shiny
AP,haul/slimy,haul,slimy
AP,haul/smelly,haul,smelly
AP,haul/smooth,haul,smooth
AP,haul/tall,haul,tall
AP,haul/lives_in_water,haul,water
AP,haul/requires_gasoline,haul,gasoline
AP,haul/used_for_eating,haul,eating
AP,haul/used_for_cooking,haul,cooking
AP,haul/used_for_cleaning,haul,cleaning
AP,haul/used_by_children,haul,children
AP,haul/used_for_holding_things,haul,holding
AP,haul/used_for_killing,haul,killing
AP,haul/used_for_music,haul,music
AP,haul/used_for_transportation,haul,transportation
AP,haul/worn_for_warmth,haul,warmth
AP,haul/worn_on_feet,haul,feet
AP,haul/hot,haul,hot
AP,haul/light_weight,haul,light
AP,haul/squishy,haul,squishy
AP,haul/unhealthy,haul,unhealthy
AP,haul/wet,haul,wet
AP,haul/words_on_it,haul,words
AP,haul/man_made,haul,man-made
AP,haul/fragile,haul,fragile
AP,hitchhike/a_tool,hitchhike,tool
AP,hitchhike/a_toy,hitchhike,toy
AP,hitchhike/an_animal,hitchhike,animal
AP,hitchhike/flies,hitchhike,fly
AP,hitchhike/swims,hitchhike,swim
AP,hitchhike/pairs,hitchhike,pairs
AP,hitchhike/eaten_in_summer,hitchhike,summer
AP,hitchhike/found_on_walls,hitchhike,walls
AP,hitchhike/has_peel,hitchhike,peel
AP,hitchhike/has_shelves,hitchhike,shelves
AP,hitchhike/produces_noise,hitchhike,sound
AP,hitchhike/cold,hitchhike,cold
AP,hitchhike/dangerous,hitchhike,dangerous
AP,hitchhike/decorative,hitchhike,decorative
AP,hitchhike/edible,hitchhike,edible
AP,hitchhike/electrical,hitchhike,electricity
AP,hitchhike/expensive,hitchhike,expensive
AP,hitchhike/fast,hitchhike,fast
AP,hitchhike/fun,hitchhike,fun
AP,hitchhike/hand_held,hitchhike,hand-held
AP,hitchhike/hard,hitchhike,hard
AP,hitchhike/heavy,hitchhike,heavy
AP,hitchhike/large,hitchhike,big
AP,hitchhike/loud,hitchhike,loud
AP,hitchhike/sharp,hitchhike,sharp
AP,hitchhike/shiny,hitchhike,shiny
AP,hitchhike/slimy,hitchhike,slimy
AP,hitchhike/smelly,hitchhike,smelly
AP,hitchhike/smooth,hitchhike,smooth
AP,hitchhike/tall,hitchhike,tall
AP,hitchhike/lives_in_water,hitchhike,water
AP,hitchhike/requires_gasoline,hitchhike,gasoline
AP,hitchhike/used_for_eating,hitchhike,eating
AP,hitchhike/used_for_cooking,hitchhike,cooking
AP,hitchhike/used_for_cleaning,hitchhike,cleaning
AP,hitchhike/used_by_children,hitchhike,children
AP,hitchhike/used_for_holding_things,hitchhike,holding
AP,hitchhike/used_for_killing,hitchhike,killing
AP,hitchhike/used_for_music,hitchhike,music
AP,hitchhike/used_for_transportation,hitchhike,transportation
AP,hitchhike/worn_for_warmth,hitchhike,warmth
AP,hitchhike/worn_on_feet,hitchhike,feet
AP,hitchhike/hot,hitchhike,hot
AP,hitchhike/light_weight,hitchhike,light
AP,hitchhike/squishy,hitchhike,squishy
AP,hitchhike/unhealthy,hitchhike,unhealthy
AP,hitchhike/wet,hitchhike,wet
AP,hitchhike/words_on_it,hitchhike,words
AP,hitchhike/man_made,hitchhike,man-made
AP,hitchhike/fragile,hitchhike,fragile
AP,march/a_tool,march,tool
AP,march/a_toy,march,toy
AP,march/an_animal,march,animal
AP,march/flies,march,fly
AP,march/swims,march,swim
AP,march/pairs,march,pairs
AP,march/eaten_in_summer,march,summer
AP,march/found_on_walls,march,walls
AP,march/has_peel,march,peel
AP,march/has_shelves,march,shelves
AP,march/produces_noise,march,sound
AP,march/cold,march,cold
AP,march/dangerous,march,dangerous
AP,march/decorative,march,decorative
AP,march/edible,march,edible
AP,march/electrical,march,electricity
AP,march/expensive,march,expensive
AP,march/fast,march,fast
AP,march/fun,march,fun
AP,march/hand_held,march,hand-held
AP,march/hard,march,hard
AP,march/heavy,march,heavy
AP,march/large,march,big
AP,march/loud,march,loud
AP,march/sharp,march,sharp
AP,march/shiny,march,shiny
AP,march/slimy,march,slimy
AP,march/smelly,march,smelly
AP,march/smooth,march,smooth
AP,march/tall,march,tall
AP,march/lives_in_water,march,water
AP,march/requires_gasoline,march,gasoline
AP,march/used_for_eating,march,eating
AP,march/used_for_cooking,march,cooking
AP,march/used_for_cleaning,march,cleaning
AP,march/used_by_children,march,children
AP,march/used_for_holding_things,march,holding
AP,march/used_for_killing,march,killing
AP,march/used_for_music,march,music
AP,march/used_for_transportation,march,transportation
AP,march/worn_for_warmth,march,warmth
AP,march/worn_on_feet,march,feet
AP,march/hot,march,hot
AP,march/light_weight,march,light
AP,march/squishy,march,squishy
AP,march/unhealthy,march,unhealthy
AP,march/wet,march,wet
AP,march/words_on_it,march,words
AP,march/man_made,march,man-made
AP,march/fragile,march,fragile
AP,raft/a_tool,raft,tool
AP,raft/a_toy,raft,toy
AP,raft/an_animal,raft,animal
AP,raft/flies,raft,fly
AP,raft/swims,raft,swim
AP,raft/pairs,raft,pairs
AP,raft/eaten_in_summer,raft,summer
AP,raft/found_on_walls,raft,walls
AP,raft/has_peel,raft,peel
AP,raft/has_shelves,raft,shelves
AP,raft/produces_noise,raft,sound
AP,raft/cold,raft,cold
AP,raft/dangerous,raft,dangerous
AP,raft/decorative,raft,decorative
AP,raft/edible,raft,edible
AP,raft/electrical,raft,electricity
AP,raft/expensive,raft,expensive
AP,raft/fast,raft,fast
AP,raft/fun,raft,fun
AP,raft/hand_held,raft,hand-held
AP,raft/hard,raft,hard
AP,raft/heavy,raft,heavy
AP,raft/large,raft,big
AP,raft/loud,raft,loud
AP,raft/sharp,raft,sharp
AP,raft/shiny,raft,shiny
AP,raft/slimy,raft,slimy
AP,raft/smelly,raft,smelly
AP,raft/smooth,raft,smooth
AP,raft/tall,raft,tall
AP,raft/lives_in_water,raft,water
AP,raft/requires_gasoline,raft,gasoline
AP,raft/used_for_eating,raft,eating
AP,raft/used_for_cooking,raft,cooking
AP,raft/used_for_cleaning,raft,cleaning
AP,raft/used_by_children,raft,children
AP,raft/used_for_holding_things,raft,holding
AP,raft/used_for_killing,raft,killing
AP,raft/used_for_music,raft,music
AP,raft/used_for_transportation,raft,transportation
AP,raft/worn_for_warmth,raft,warmth
AP,raft/worn_on_feet,raft,feet
AP,raft/hot,raft,hot
AP,raft/light_weight,raft,light
AP,raft/squishy,raft,squishy
AP,raft/unhealthy,raft,unhealthy
AP,raft/wet,raft,wet
AP,raft/words_on_it,raft,words
AP,raft/man_made,raft,man-made
AP,raft/fragile,raft,fragile
AP,row/a_tool,row,tool
AP,row/a_toy,row,toy
AP,row/an_animal,row,animal
AP,row/flies,row,fly
AP,row/swims,row,swim
AP,row/pairs,row,pairs
AP,row/eaten_in_summer,row,summer
AP,row/found_on_walls,row,walls
AP,row/has_peel,row,peel
AP,row/has_shelves,row,shelves
AP,row/produces_noise,row,sound
AP,row/cold,row,cold
AP,row/dangerous,row,dangerous
AP,row/decorative,row,decorative
AP,row/edible,row,edible
AP,row/electrical,row,electricity
AP,row/expensive,row,expensive
AP,row/fast,row,fast
AP,row/fun,row,fun
AP,row/hand_held,row,hand-held
AP,row/hard,row,hard
AP,row/heavy,row,heavy
AP,row/large,row,big
AP,row/loud,row,loud
AP,row/sharp,row,sharp
AP,row/shiny,row,shiny
AP,row/slimy,row,slimy
AP,row/smelly,row,smelly
AP,row/smooth,row,smooth
AP,row/tall,row,tall
AP,row/lives_in_water,row,water
AP,row/requires_gasoline,row,gasoline
AP,row/used_for_eating,row,eating
AP,row/used_for_cooking,row,cooking
AP,row/used_for_cleaning,row,cleaning
AP,row/used_by_children,row,children
AP,row/used_for_holding_things,row,holding
AP,row/used_for_killing,row,killing
AP,row/used_for_music,row,music
AP,row/used_for_transportation,row,transportation
AP,row/worn_for_warmth,row,warmth
AP,row/worn_on_feet,row,feet
AP,row/hot,row,hot
AP,row/light_weight,row,light
AP,row/squishy,row,squishy
AP,row/unhealthy,row,unhealthy
AP,row/wet,row,wet
AP,row/words_on_it,row,words
AP,row/man_made,row,man-made
AP,row/fragile,row,fragile
AP,rub/a_tool,rub,tool
AP,rub/a_toy,rub,toy
AP,rub/an_animal,rub,animal
AP,rub/flies,rub,fly
AP,rub/swims,rub,swim
AP,rub/pairs,rub,pairs
AP,rub/eaten_in_summer,rub,summer
AP,rub/found_on_walls,rub,walls
AP,rub/has_peel,rub,peel
AP,rub/has_shelves,rub,shelves
AP,rub/produces_noise,rub,sound
AP,rub/cold,rub,cold
AP,rub/dangerous,rub,dangerous
AP,rub/decorative,rub,decorative
AP,rub/edible,rub,edible
AP,rub/electrical,rub,electricity
AP,rub/expensive,rub,expensive
AP,rub/fast,rub,fast
AP,rub/fun,rub,fun
AP,rub/hand_held,rub,hand-held
AP,rub/hard,rub,hard
AP,rub/heavy,rub,heavy
AP,rub/large,rub,big
AP,rub/loud,rub,loud
AP,rub/sharp,rub,sharp
AP,rub/shiny,rub,shiny
AP,rub/slimy,rub,slimy
AP,rub/smelly,rub,smelly
AP,rub/smooth,rub,smooth
AP,rub/tall,rub,tall
AP,rub/lives_in_water,rub,water
AP,rub/requires_gasoline,rub,gasoline
AP,rub/used_for_eating,rub,eating
AP,rub/used_for_cooking,rub,cooking
AP,rub/used_for_cleaning,rub,cleaning
AP,rub/used_by_children,rub,children
AP,rub/used_for_holding_things,rub,holding
AP,rub/used_for_killing,rub,killing
AP,rub/used_for_music,rub,music
AP,rub/used_for_transportation,rub,transportation
AP,rub/worn_for_warmth,rub,warmth
AP,rub/worn_on_feet,rub,feet
AP,rub/hot,rub,hot
AP,rub/light_weight,rub,light
AP,rub/squishy,rub,squishy
AP,rub/unhealthy,rub,unhealthy
AP,rub/wet,rub,wet
AP,rub/words_on_it,rub,words
AP,rub/man_made,rub,man-made
AP,rub/fragile,rub,fragile
AP,shear/a_tool,shear,tool
AP,shear/a_toy,shear,toy
AP,shear/an_animal,shear,animal
AP,shear/flies,shear,fly
AP,shear/swims,shear,swim
AP,shear/pairs,shear,pairs
AP,shear/eaten_in_summer,shear,summer
AP,shear/found_on_walls,shear,walls
AP,shear/has_peel,shear,peel
AP,shear/has_shelves,shear,shelves
AP,shear/produces_noise,shear,sound
AP,shear/cold,shear,cold
AP,shear/dangerous,shear,dangerous
AP,shear/decorative,shear,decorative
