cocoAnnID,cocoImgID,objectHuman,objectUID,vps
1558627,283070,orange,orange,eat through;bite into;squeeze down;serve from;peel;check out;chop up;assemble before;admire against;admire against;autograph over;attack on;squeeze;bite into;peel;eat;buy;chop up;dissect;fry;beg for;ask about;chew around;cry about;fill up with
490428,384670,person,person,balloon up down;assemble from;autograph into;assemble like;balloon like;admire over;ask about;call out to;applaud;call out to;ignore;help with;sit with;applaud to;admire;applaud;arrest;camp with;discipline;talk to;talk about;throw with;hang out with;splash with
1676042,239041,hair drier,hair_drier,ail about;adjust about;adjust before;ail in;admire before;aim;clip;curl up;ascend;arch;turn on;turn off;clean up around;pat down;hang onto;adjust;dust off;lock up;turn on;pick up;cover up;put down;ask for;carry around;admire with;dry with;turn off
8177,80153,dog,dog,applaud for;ask about;call out to;wag like;cry without;balloon out like;ask off;balloon on;autograph on;autograph on;race with;rub against;run behind;brush off;bathe without;pat;admire;brush;pee with;walk behind;talk to;march with;ascend with;pat;talk to;bother;giggle at;nuzzle
655160,384670,tennis racket,tennis_racket,swoop down with;work out with;block with;arrest like;attack into;attach for;arch as;admire before;ask about;chase with;hit with;exercise with;put down;swing with;swing behind;swing with;leap with;serve with;whirl about;hang onto;yank down;wipe off;stretch out;skip over
2094161,239041,bottle,bottle,pump;wash up with;knock over;moisten;arch as;admire around;applaud behind;adjust before;arrange into;drop;empty;fill up;spray with;fill with;clean with;uncork;apply;check out;pump;fill;sniff;lift up;shake
1854505,384670,sports ball,sports_ball,hit;bounce;ask for;serve;smash;balloon of;attack for;admire down;ask for;assemble from;bounce with;cover over;carry around;kick around;swoop around;bounce with;celebrate over;clap behind;crouch down behind;autograph about;run after;aim for;hunch down over;bounce off;chase after;pitch with;ask for;practice with;jump towards
195510,80153,person,person,ascend for;adjust for;apply as;attach of;attach down;applaud towards;admire over;hang out with;ski with;gather towards;hang out with;caress towards;hunch with;applaud at;spy on;help out;admire over;admire;applaud;encourage;buckle in with;call out to;walk over to;hang out with;communicate with
215456,100510,person,person,admire over;attack behind;bite down on;call out towards;glare onto;baptize for;bake on;balloon up off;bake out;autograph in;ask about;talk to;check out;applaud;admire;cheer;photograph;admire for;brush off with;work with;pucker up on;trip against;pull down;push over;poke at
1452391,80153,skis,skis,admire over;clean off;autograph on;crouch down to;kick on;ski on;fall on;walk with;carry;load up;assemble like;assemble down;arrange around;ail against;applaud towards;ski on;fall off;perspire from;tilt up;burn;destroy;strap down;paint;ask about;browse over;collide into;dance around;fall against;balloon up on;bike through;balloon up from;balloon about;attack off;admire;ask about;examine;exercise with;measure;crouch down on;fasten down;attach on;examine around;lean down onto
1198913,501023,traffic light,traffic_light,run through;walk by;drive through;run;knock over;strike;hit;push over;aim for;arrest for;arch against;admire before;ail into;race towards;drive through;skid towards;haul towards;walk to;admire;drive towards;drive off from;glare at;fix;kick over;chop down;cover up;run towards;bike down to;race through;complain about;misbehave at;wait at;drive towards;check out;complain about;arch over;balloon like;adjust about;ask from;adjust in
217070,100510,person,person,talk to;ask;stand with;tackle;run to;race towards;applaud as;admire behind;arrest as;aim against;apprehend down;dip down towards;drive off with;fish after;hang out with;grin at;ask about;block out;clap for;admire;glare at;dance with
294466,263969,tie,tie,adjust;admire;photograph;speak about;admire at;arrange towards;carry around;clean on;flip over;ascend by;apply before;apprehend down;arch behind;assemble of;admire;ignore;examine;adjust;dust off;tug;fix;laugh at;tear off;repair
284193,281754,umbrella,umbrella,admire;buy;ask about;speak up about;cling to;fold up;open up;arrange behind;adjust from;arrange for;arch at;arch on;adjust down;dust off;wet down;fold up at;fold up;put down;carry;twirl;lift up;cover up with;crouch down behind;kneel down with
444839,263969,person,person,attack behind;ask at;arch behind;apprehend around;apply of;carry;giggle with;hug;photograph;celebrate with;smile at;applaud;admire;applaud;cheer for;bother towards;brush towards;crawl to;talk to;whistle at;branch without;board without;bandage up towards;block without;autograph about
510727,281754,person,person,carry off;call out;dance with;communicate with;feed;encourage;calm down;discipline;scold;ask against;adjust about;adjust against;admire against;adjust about;bathe;cheer up;clean up;feed;cover up;smile at;hug;crouch down by;talk to;talk to;talk with;talk about;ask about;cry to
699803,263969,knife,knife,attach from;admire before;ail at;applaud against;ascend down;slice with;lift;rear up with;adjust;aim;arrange behind;chop off on;strike towards;aim down;apply into;slice with;carve with;wipe off;slice with;aim with;carry around;buy towards;butter on;peel with
1084955,263969,cake,cake,cook;eat;attack;assemble;trim;eat into;examine over;walk up to;apprehend from;apprehend before;apply by;arrange around;arch about;chop through;eat around;poke around;knock down;autograph from;assemble for;ail down;arrest from;balloon out without;eat;slice;serve;lift up
500413,68387,person,person,ascend for;applaud down;apply before;arrange after;ail against;admire over;applaud to;wink at;call out to;bounce up for;applaud;wave at;clap at;shout at;talk to;encourage;laugh at;photograph;admire on;wave at;celebrate for;speak to;admire;whistle at;signal to;talk to;walk over to;applaud with;admire at;call out;cheer down;catch with;study about;communicate to;complain about;salute towards;speak up to
520057,68387,person,person,call out to;wave at;grin at;attack in;apprehend after;adjust about;arrest before;ask for;call out towards;stand up for;cheer for;leap up for;complain to;call out to;applaud;admire;cheerlead for;encourage;ask about;walk to;walk into;branch out through;balloon into;ask without;bandage up off;bandage in
634662,68387,baseball glove,baseball_glove,place on;put on;catch with;catch with;apprehend with;cling with;lead with;swoop up with;balloon out into;ask from;attack into;balloon up onto;bandage up without;catch with;hunch down with;put on;catch with;run with;crouch down with;catch with;lace up;adjust;stand behind;kneel behind;collide against;knock off;swoop down onto;stand up behind;stretch out into;adjust;aim;arrange;autograph;carry;ask about;aim towards;carry on about;complain about;beg for
1728634,68387,person,person,ask of;arrange in;bite in;bake at;ascend from;practice with;interview with;cheer on;jog up to;check with;throw to;catch from;hit to;admire;instruct;fuel;distract;applaud;distract;admire;wave at;call out;throw to;signal to;lean down towards
1858539,68387,baseball glove,baseball_glove,arrest as;adjust as;adjust after;adjust about;adjust about;open up;officiate with;practice with;wipe off;catch with;admire over;twirl around;slip on;fetch;retrieve;catch with;ask for;crawl over to;cry without;frown without;aim to;autograph on;trim from;sit down on;adjust with
638192,377635,skateboard,skateboard,swoop down with;fall off;skate with;bite on;autograph like;ask from;arch in;attack down;perform on;carry off;jump onto;land on;fall off;jump up with;carry;skate on;fall off;kick off;fall off;flip on;jump on;hang onto
1246027,377635,person,person,admire over;ask about;call out to;applaud for;compete with;catch up to;circle around;call out to;applaud behind;arch behind;apprehend down;arch before;apply about;signal;confront;admire;write to;dry off behind;speak up against;skip like;swarm around;wave at;wink at;speak to
2154581,377635,person,person,race up to;punch out;push over;hit towards;attack on;ask into;assemble off;admire before;arrest into;applaud for;photograph;cheer for;admire;cheer for;talk to;whistle at;videotape;cheer for;applaud for;crash into;hang out with;admire;photograph;applaud;cheer
10416,263463,dog,dog,laugh at;smile at;call to;photograph;balloon out before;adjust in;adjust into;attach off;balloon out onto;pat;grin at;guard with;bite;pat;feed;restrain;clap at;mime at;applaud around;pull in;eject without;smile at;wave at;walk over to;pat
145584,263463,car,car,open;clean;wash;arrest by;ail at;apply as;adjust as;adjust about;pull up in;jump towards;grin at;drive;clean;sell;ask about;walk into;videotape over;autograph from;baptize towards;bake towards;bake through;adjust in
574930,263463,bench,bench,apprehend by;assemble of;ask on;attach like;attach of;stretch out on;slouch on;sit on;kick against;clean off;sit on;lean on;clean up on;stand up around;calm down on;brush off;sit on;clean off;write on;draw on;sit down on;applaud from;circle around;perform by;smile at;bike by;collide into;curl up on
2050159,263463,bus,bus,aim in;arch as;applaud about;ail around;arrest behind;ask about;admire over;walk over to;board;wave at;ignore;bike around;drive by;wave at;wait for;climb into;board;chase;board;commute on;cry on;calm down on;call out to;wave to;chase after
172889,249643,train,train,rock;race down;race;record;admire over;applaud towards;call out to;chase towards;film around;apply after;admire after;aim against;assemble as;ail after;adjust around;apply behind;assemble around;attach onto;board;grimace at;operate;run for;admire;wave at;wait for;sit on
2136215,469067,remote,remote,pick up;push;turn on;dust off;repair;press on;pick up;throw;pick up;dust off;turn over;brush off;clench;lift up;flip with;pick up;tune out with;wipe off;examine;tap;operate;check out;lift up
453999,408696,person,person,sit down on;complain about;eat with;complain about;frown at;study;smile at;walk over to;laugh at;talk to;ask about;walk by;socialize with;adjust around;arrange around;arch by;aim by;aim at;giggle at;glare at;speak with;laugh at;complain about;grin at;drive off without;dance for
1215737,100510,person,person,wave at;flip off;run towards;walk towards;talk to;socialize with;ask about;walk by;call out to;spy on;laugh at;wink at;wave to;call out to;bet with;race by;admire;ask about;check out;cheer with;embrace;admire;applaud;write about;photograph;ask about
1363961,348881,airplane,airplane,admire;photograph;imitate;socialize in;board;admire;buckle up in;check out;clean up;load up;parachute from;weigh down;arrest around;attack from;board on;buckle up into;cough into;march towards;ask about;browse at;complain about;descend like;fix;operate;board;drive;guard
1051783,369370,orange,orange,bite on;squeeze;lick;peel;bite down on;suck on;squeeze on;admire;dissect;pick up;eat;dissect around;drool over;spread around;lick around;eat;throw out;give up;eat from;bite off;break from;poke into;pucker up from
581467,433374,elephant,elephant,pat on;jump up onto;run from;admire;photograph;wash;feed;talk to;pat;feed;poke;admire;feed;climb up;fall from;pray for;photograph;admire;ask about;admire about;bother around;call out to;massage towards;pat against
1644291,164602,sink,sink,clean out;aim into;eat over;clean up;wash in;walk up to;ask about;drip over;stand up in;aim at;adjust at;arrange at;arrange before;adjust before;ask about;baptize in;lather up in;knock on;turn on;fix;repair;clean;scrub
1462197,85772,sports ball,sports_ball,throw over;fall behind;run towards;pick up;bounce;swing at;throw;kick;kick;pick up;bounce;autograph;throw;carry;hit;wipe off;chase;aim;attack;aim at;lift up;pick up
170378,250127,train,train,run onto;walk towards;board;admire;photograph;hunt down;board;sit on;run after;walk by;wait for;misbehave on;bet against;check out;eat by;walk from;board;hang out in;slip in;videotape;admire by;burn down;walk over to;crouch down behind;hang out by
2069765,526103,elephant,elephant,examine;admire;check out;ask about;wave to;walk around;bite down on;bounce on;cart off;complain about;cry without;applaud for;admire by;attach into;break down;ask for;photograph;walk over to;snuggle with;feed;help;admire towards;cry out towards;hang out around
708912,66841,spoon,spoon,eat with;pick up;scoop with;stir with;clean off;bake with;comb out with;taste with;admire about;build with;check out;adjust;retrieve;clean;adjust by;aim in;arrange like;bow of;cover up as;ask about;bake without;clean up over;examine without;stir with
501912,68387,person,person,shout at;encourage;interview;photograph;compete with;admire;applaud for;autograph from;laugh at;admire;tune into;aim at;applaud after;applaud by;applaud behind;aim by;admire;cheer for;call out about;applaud for;wave at;call out for
627361,68387,baseball bat,baseball_bat,admire;fix up;autograph;swing with;attack with;sprint without;shrug with;adjust around;adjust onto;bite down in;bounce over;break from;carry off;swing;pick up;whip around;ask for;throw down;open up with;write about;weep without;ask about;smash;wash
637730,377635,skateboard,skateboard,land on;flip;fall off;jump up with;applaud for;walk by;stand on;tap on;kick at;flip;put down;pick up;skate with;crash on;ask about;fall off;drag in;pout over;complain against;jump on;whip around on;bounce up onto;chase with;carry around;carry;assemble;break;fall off;practice on
1266647,377635,person,person,walk over to;wave to;wink at;attack;admire;walk by;talk to;walk towards;call to;ask about;call out to;walk over to;bike by;admire;ask about;communicate with;hang out with;laugh with;punch out;push over;race up to;walk over to;ask about;catch up with;carry on without;call out to;aim at
171389,249643,train,train,admire;commute on;walk over to;stand by;clean off;jump over;climb into;walk through;board;wait for;walk by;sit on;walk onto;ascend;descend;emerge from;write about;run after;ask before;ask about;dance in;climb up into;descend down from;chase;drive around
350419,26926,car,car,drive;sit in;walk towards;repair;wash;aim around;circle around;drive by;aim over;duck behind;admire;open;drive;drive towards;walk up to;break into;buy;drive off in;drive;clean;fill up;aim at;chase after;discuss about
1614689,434479,dining table,dining_table,giggle at;eat at;shrug off;clear off;clean;scrub;sit at;wipe down;sit down at;stand at;lean over;clean up;wipe off;scrub;wash;clear;photograph;decorate;arrange;laugh about;laugh at;ask about;check out;pull up to
216026,422706,person,person,socialize with;speak to;wink at;wave to;push over;turn towards;lean towards;snuggle up to;smile at;sit down with;catch up with;stand behind;walk up to;lean down with;ask about;brush against;crouch down behind;call out;lean over onto;stand by;call out to;write about;walk over towards;ask for;talk to;speak with;stand by;queue up with
380455,138550,chair,chair,pull out;sit on;adjust;rest in;wipe off;pull out;ski down at;wipe off;walk over to;sit in;rest in;wipe off;sit in;adjust;pull out;push in;brush off;adjust;burn up;clean;cover up;attack against;balloon onto;arrest into;ascend from;arrest like
161689,131386,airplane,airplane,attack behind;dive down towards;bubble over about;parachute down around;float up like;fall off;parachute from;attack with;eject out;flip over in;admire;fuel;steer;flip around;fall without;twirl with;applaud for;assemble behind;aim at;applaud at;aim by;aim behind;adjust behind;ask about;admire over;bet on;complain about;gamble on;admire;aim at;photograph;squint at;glare at
1364929,488251,bus,bus,signal;sing to;load;lock;admire;bike around;buckle in;cough in;jump into;sit down on;hang out on;celebrate on;complain on;fall off;admire;board;fuel;clean up;chase;leap onto;load up in;rinse off around;stumble off;eat on;drive;load up;walk off;sit on;eat on
434302,54592,person,person,talk to;applaud;walk to;telephone;admire from;applaud at;distract on;walk up with;ascend towards;hike up behind;ski with;ski down without;ask about;strip for;race down against;kiss;pinch;wink at;ask out;poke;ski behind;ski down to;talk to
484807,554328,person,person,talk with;throw like;exercise with;applaud;wave to;cheer for;congregate around;interview;smile at;cheer for;call about;hunch down around;pitch to;count to;admire for;applaud for;communicate with;ask about;write to;autograph by;catch up with;drool over
518161,229216,person,person,communicate with;ask about;giggle with;sit by;talk about;admire;cheer for;communicate with;ask about;barbecue with;break up with;arrest;socialize with;call out to;walk towards;wait for;block out;call out for;telephone;crouch down by;smile at;talk to;admire;ask;build up;discipline;glare at
191574,369541,person,person,socialize with;eat with;admire;sit down with;talk to;communicate with;walk over to;call out to;trip over;ask about;assemble behind;film around;hang out with;sit down like;stumble over;communicate with;smile at;rest with;trip over;call over;cheerlead with;misbehave behind;guard against;wink at;wink at;communicate with;crouch down towards;rest by;shout at
198600,369541,person,person,wave to;photograph;apprehend;applaud;wave to;jog to;ask about;bite down on;glare at;kneel down towards;help out;ask about;walk towards;hunch down like;sit down by;grin at;jog behind;skip by;ask about;collide into;call out to;communicate with;crouch by
332476,135561,refrigerator,refrigerator,open up;wipe down;stand before;retrieve from;slouch down against;clean out;check on;flip over;dust off;open;fix;repair;decorate;clean;open;clean;fix;repair;fill;adjust by;adjust around;arrange by;applaud before;aim at;open;clean;complain about;empty out;fill up
101423,57238,chair,chair,sit down in;arrange around;clean around;lean down by;photograph with;sit on;rest on;pull out;adjust;wipe off;applaud behind;dance against;climb over;flip onto;write on;sit in;lean against;rest in;tip over in;climb on;sit in;push in;pull out;walk over to;race over;pull out;vacuum around;ascend onto
598071,157098,giraffe,giraffe,speak to;photograph;ask about;admire;call out to;admire about;ascend at;call out to;brush down;applaud for;run around;cry out to;laugh at;walk towards;photograph;admire;admire with;bathe without;communicate with;assemble like;gnaw like;admire at;adjust after;ail as;ascend for;applaud at
1157541,550322,scissors,scissors,trim with;rinse off;wipe off;attack with;drop off;attack with;craft without;emerge behind;destroy for;slice off like;arrange;attack with;pick up;examine;fish out;knock over;work with;put down;hang up;adjust;wash off;carry around;clean off;ask about
683905,45472,cup,cup,drink from;drink of;pick up;lift up;drink from;empty out;lift up;adjust;break;brush off;clean;drink from;wash;stack;arrange;offer;drink with;knock over;fill up;clean up;drink from;admire
684810,45472,cup,cup,fill;pick up;put down;drink from;slide;admire;break;check out;dust off;buy;drink from;tip over;lift up;break;spill;drink from;break;check;drink with;pick out;drool into;lock in;trip over;serve;empty out;pick;sit down by;rinse out
684903,45472,cup,cup,brush off;adjust;drink from;drink from;wash out;rinse out;lift;drink from;knock over;pick up;drink from;clean around;race towards;ask for;drool over;adjust;fill;clean;empty;clean around;drink from;smell from;wash down
685083,45472,cup,cup,adjust;carry;cough on;break;drink from;spill;pick up;drink from;place;rinse out;knock over;help with;apply for;arrange in;admire about;ask for;bet for;dip into;drink from;clean;kneel before;drink from;stand up by;pray by;bow towards
1051276,45472,orange,orange,pick up;peel;eat;wash off;brush off;clean up;display;peel;taste;arrange;rub;throw;adjust before;aim at;arrange with;peel;eat;bite;pick up;chop up;eat from;admire after;paint on
278823,23937,cow,cow,milk;sell;rest with;chase after;camp behind;photograph towards;ascend over;clap around;admire;sketch;hunch down by;buckle down;climb up on;draw around;camp out with;poop like;circle around;sit down with;read about;phone about;chew like;admire;pat;feed;walk up to;smile at
278903,23937,cow,cow,call out to;eat;walk over towards;tickle;tip over;crawl over towards;duck down by;curl up with;walk up to;call out to;pat;buckle up;catch;hug;autograph;milk;kneel down by;pat against;ask about;tip;farm;feed up
1818183,23937,sheep,sheep,pat;pick up;bathe;eat;frown at;admire;eat;race around;autograph;sit down behind;crouch down behind;photograph;pat;chase;dip;snuggle;feed;rub;shear;call out for;admire;feed;sit by;photograph;caress
2068974,23937,cow,cow,walk over to;feed;admire;brush off;climb on;hunt down;calm down;walk towards;pat;milk;walk over to;sit with;ask about;autograph on;build up for;aim at;admire about;chase;attack;check;clean up;inject;tip;feed up;tattoo
2069536,23937,cow,cow,pat;nuzzle;crouch behind;nuzzle;caress;distract;admire;pat;feed;scratch;walk towards;cart off;inject;photograph;attack;cook;caress;brush;feed;photograph;walk towards;admire;feed up;tip
2069712,23937,cow,cow,walk over towards;walk up to;call out to;crouch down by;kneel down by;rub;pat;admire;attack on;barbecue around;brush down;eat into;farm out against;ask about;frown at;grieve for;hang out with;mime about;call out to;examine over;hang out with;hug on;write about;read on;admire about;carry on without;chew like
165647,452321,bus,bus,climb into;call out to;wave at;walk up to;ascend onto;board onto;climb up onto;queue up for;sit on;run for;bike to;buckle up in;board onto;wait for;stand on;sit down in;disembark from;board;sit down on;bounce in;commute on;drive;walk onto;walk around;walk off;leap into;run after
166153,452321,bus,bus,climb into;signal to;walk over to;drive off in;make;drive;work on;urinate on;vacuum;sit down on;sleep on;talk in;wait on;yawn on;drive in;sit in;ascend onto;wait by;stand by;walk onto;walk by;walk up to;talk about;stumble onto;misbehave on
248552,452321,bus,bus,disembark from;buckle up in;climb into;wave at;climb onto;walk up to;tune out;call out to;drive off with;buy;check out;help;stoop down on;drive off on;climb from;adjust;arrange;board;check;drive;camp out on;decorate;open
589742,110211,zebra,zebra,walk towards;run from;feed;admire;videotape around;admire;race;tie up;clean;draw;admire;photograph;sketch;write about;record about;admire about;dive down towards;lecture about;pat;admire;feed;shoot at;photograph;hunch down behind;walk towards;educate about;check out;cough around
1412121,110211,zebra,zebra,admire;attack;ask about;cook for;circle around;admire at;bow to;clap at;chase after;feed around;check out;discuss;drive around;examine;admire;ask about;talk to;teach about;paint about;pay for;admire on;ask for;autograph about;apprehend on;bounce at;admire;photograph;feed
1412251,110211,zebra,zebra,photograph;admire;chase;feed;admire at;applaud at;ask about;browse around;check out towards;crawl over to;catch up to;chase after;videotape towards;tap to;admire about;sell through;destroy down;browse on;admire about;apply for;autograph about;camp for;admire;autograph;bathe;brush;buy
1822511,110211,zebra,zebra,admire;applaud;climb onto;comb behind;admire at;ask about;camp out around;check out behind;encourage at;pat;photograph;admire;feed;discuss about;admire about;ask about;browse about;draw around;attack;restrain;admire;admire;catch;chase;clean;hug
81517,197796,bottle,bottle,adjust with;arrange through;clean with;bathe with;claw after;twist off;apply from;carry with;empty out;shake;lift up;adjust around;admire after;gather around;fill up;clean up;open;throw out;pick;admire about;read about;ask about;decorate with;brush off with
91994,197796,bottle,bottle,arrange around;bathe without;dust off by;apply with;decorate behind;spray with;put down;clean with;wash off;rinse off;admire at;ask about;apprehend for;clean up around;burn through;speak about;pump with;ask about;aim with;kneel down with;arrange;load up;wash off;clean with;squeeze from;spray with
93122,197796,bottle,bottle,clean with;spill out from;buy like;throw out;empty out;spray from;clean with;spray with;spray from;fill up;pick up;aim with;clean from;empty out from;splash from;pump with;clean up with;ask about;extinguish with;give;pick;draw out;arrange;apply
280449,96001,umbrella,umbrella,arrange around;carry off;clean up around;cover up with;aim with;walk behind;carry around;open;pick up;swing;admire;arrange;burn;carry;clean;ask about;celebrate with;yawn behind;write about;poke with;twirl about;carry off;dry off
2185636,96001,bowl,bowl,admire at;ask about;break off;decorate around;dip in;fill;photograph;pick up;break;buy;admire over;clean up around;wipe down;rinse off;dust behind;apply for;carry on without;cheer up about;eat from;draw with;admire;buy;clean up;rinse off;admire over;carry around;bake with
344385,146498,car,car,climb into;run towards;signal to;check out;admire;hitchhike in;jog over to;drive off in;aim at;admire over;buckle up in;complain about;jog over towards;drive off in;wash off;pick up from;crash in;collide into;drive around;steer towards;run towards;signal to;adjust;check;clean;drive;fix
2039736,146498,car,car,camp out into;crouch down into;cram into;drive off with;aim at;lean against;walk towards;ignore;admire;drive;clean up;lock;admire;autograph;block;break;applaud;bike down to;ascend behind;clean up in;climb in;break up;clean up;fix up
2044849,146498,car,car,pack up;race up to;skate over to;drive off in;signal to;whistle at;discuss behind;load into;wash off;adjust around;yawn in;drive;wash off;admire;photograph;steer;fasten to;race into;ascend by;drive off in;unlock;walk over to
2045928,146498,car,car,ask about;admire;load up;drive;walk over to;admire;signal to;wave at;drive off in;drive off in;admire about;ask about;carry on without;walk up to;walk around;chase after;jump off;jump into;sit in;aim;autograph;block;burn;admire
701707,356347,spoon,spoon,burn;break;clean;fish out;fill up;break;fill up;rinse off;cook with;spill without;bite down on;clean up;adjust;fish out;adjust down;clean up around;wash off over;eat with;pick out;lick over
713208,356347,bowl,bowl,empty out;wash;lift;wipe off;eat from;drink from;drink from;chew from;eat from;bathe from;clean out;pick out;trip over;bake with;fling;ignore;fill up;fill;wash off;cook with;serve with;bake with
594701,284296,giraffe,giraffe,applaud at;ascend towards;aim at;wink at;walk towards;admire;feed;race with;photograph;photograph;sit by;ignore;admire over;examine around;photograph with;bathe without;walk towards;admire;autograph;bathe;buy;caress;admire;draw;apprehend;snuggle with;tie up
600375,284296,giraffe,giraffe,climb up on;admire;camp out by;check out;call out to;photograph;douse;call out to;spy on;walk over to;crouch down behind;drive off;autograph with;climb up to;water down to;comb onto;admire;speak to;feed;aim at;ask about;bike behind;call out towards;check out after
601011,284296,giraffe,giraffe,admire;feed;walk over to;admire;photograph;sit by;videotape;ask about;carry on towards;call at;bathe by;assemble before;admire;feed;photograph;photograph;examine;measure;study;videotape;admire;bother;catch;draw
81241,262440,bottle,bottle,pick up;ask about;throw;hunt for;open;knock over;lean over;lift up;ignore;arrange;pour out;tip over;draw;carry;arrange;climb up;squeeze;adjust;apply;arrange;assemble;autograph;drink from;ask about;hit with;attack with;educate about
1130746,262440,sink,sink,soak by;clean up around;clean in;floss over;shave before;turn on;wash in;smell around;aim into;empty into;admire around;apply onto;bathe in;clean up around;ask about;admire about;buy on;browse about;apply on;wash up at;wash in;clean up in;drink from;wash in;aim into;moisturize over;check out;press into
1133613,255401,sink,sink,clean;clean up;wash;wipe;wash;fill up;operate on;clean;wash out;fill up;clean up;spray;throw out;clean;repair;scrub;wash up at;stand at;clean around;wash up at;wash;shave at;brush at
1487758,255401,bottle,bottle,wash off;admire;check out;dry off;ignore;throw out;clean off;clean up around;check;clean up;empty out;lift up;open;arrange;bubble up;clean up;clean;fix up;clean off;throw;brush off;throw around;pick;clean up;rinse off;retrieve
1865461,255401,bottle,bottle,adjust behind;assemble around;bathe behind;clean up by;ask about;throw out;cry out from;clean up;crouch down around;sweep up;apply with;ask about;ask without;adjust around;check out;throw out;retrieve;clean off;repair;fill;throw out;pick around;tip over towards;throw up behind;slither around;pick up;hunch over;read
1967506,255401,toilet,toilet,clean up;urinate in;sit down on;clean around;repair;hunch over;lean over;rinse out;clean out;spray down;fix around;break down;clean around;clean behind;pee in;clean;urinate in;break;rinse out;sit on;clean;poop in;pee in
114818,473821,couch,couch,clean;jump up on;snuggle up on;sit down on;curl up on;recuperate on;sit down on;sleep on;yawn on;admire;snuggle up against;rest on;sit on;jump on;recuperate on;sit down on;ask about;bounce on;adjust around;arrange behind;crouch against
385417,473821,chair,chair,kneel down behind;spread out before;assemble by;snuggle up in;arrange around;cover up over;admire from;aim behind;brush against;adjust;sit in;walk towards;vacuum around;check behind;beg for;buy out;apply for;ascend for;arrange for;sit;burn;arrange;adjust;admire;sit in;duck down behind;work out with;vacuum around;stand on
712802,473821,bowl,bowl,drool in;measure;stack;admire;arrange;empty out;pick up;lean down to;admire;decorate;place;arrange;admire;fill up;hoist;carry;clear;cover up;tilt up;arrange around;hurl behind;assemble around
173392,58384,train,train,signal to;glare at;photograph;walk towards;board onto;catch up to;disembark from;hang out by;block out around;admire from;buckle up on;ignore;board at;adjust around;admire over;walk into;run after;lean into;walk around;eat on;race against;ascend behind;fasten onto
583936,58384,elephant,elephant,feed;embrace;lean on;bother;provide for;laugh at;admire;march up to;ask about;walk over to;communicate with;climb up;examine;feed;laugh at;feed to;lock up for;walk behind;pat on;photograph of;admire after;aim around;applaud after;admire;clean up after;moisten
63253,198960,sheep,sheep,admire towards;brush off on;call to;shave off;wash down;apprehend after;giggle at;climb up onto;crouch down behind;call out at;shear;feed;wash;dip;color;dye;admire;applaud;brush;apprehend;attach;pat down;rest on;shave from
66848,198960,sheep,sheep,brush;catch;carry out;giggle at;call out to;hang out with;kneel down by;admire;call out to;walk up to;smile at;admire;photograph;run from;pat;call out to;camp out with;leap towards;rest against;poop around;farm with;gather up around;apprehend with
67945,198960,sheep,sheep,admire;caress;shave;congregate around;whisk off with;pat;circle around;rub;walk up to;check out;admire;check on;shear;walk up towards;clean;ignore;shave;admire;shear;feed;nuzzle against;restrain;sell;dip;dye;guard
61806,340272,sheep,sheep,admire at;attack onto;apprehend onto;call out after;clap at;pat;photograph;scratch;shear;buy;brush;detain;caress;climb onto;admire after;barbecue with;pat over;walk towards;bow behind;talk to;stoop down by;pat against;admire;bathe;brush;catch;hug
63158,340272,sheep,sheep,ask about;apprehend;aim for;walk with;eat around;record at;hunch down around;ask about;walk over to;feed;admire;caress;ascend on;photograph;admire;talk to;chase;shear;lead;walk over to;catch up to;dye;examine;shear
63250,340272,sheep,sheep,adjust around;block out before;camouflage over;erase out;pull out around;admire at;bother with;catch onto;draw out from;exterminate out;admire;catch up;feed;caress;curl up with;admire;draw out;shave;spread out behind;giggle around;lift up against;buckle in;admire about;ask for;bet for;apply for
336659,308531,clock,clock,adjust;climb up;draw;examine;photograph;adjust after;adjust after;adjust on;adjust on;adjust on;admire behind;read about;videotape by;congregate around;yawn towards;admire;photograph;videotape;tune out;spy;admire;block out;adjust;assemble;check;dust off;fix
1342990,308531,car,car,catch up to;sit down in;buckle up in;whistle to;run towards;drive off behind;wipe off around;drive around;wax off;wash down;admire around;buckle up in;chase after;fill up in;jog over to;apply for;aim at;ask about;admire against;bounce towards;buckle up in;commute in;drive in;drive off with;sit down in;ask about;crouch down behind;lean against;walk towards;shout towards
1813381,308531,bench,bench,adjust around;assemble around;break down;complain about;dry off on;sit down on;stretch out on;stand up from;brush off;rest on;sit down on;read on;curl up onto;sit down;wash off;break up;admire;sit down on;eat on;sit down on;hang out on;rest on
1915460,350388,broccoli,broccoli,chew around;drool on;fish out around;pick up without;admire at;eat from;eat around;stir in;bite;butter;immerse;eat;poop out;fill up with;feed with;heave from;serve with;arrange;eat;give up;ask for;beg for;browse about;educate about;ask about
1916215,350388,broccoli,broccoli,eat;pick up;scoop;scoop up;ignore;dip;chew;eat;shovel down;submerge;attack for;ask about;admire;eat;arrange;eat;fish out;fish out;eat around;bite down into;chop up around;arrange;bake;buy;burn;eat
1916266,350388,broccoli,broccoli,bite into;dip into;eat out;push around;adjust;eat;scoop up;scoop around;eat;fish out;pick out;adjust;brush off;wipe off;clean up;scoop up;chew on;bite on;cook with;eat;arrange;poke at;throw
